"=","SE",,"Gothenburg = Göteborg","Gothenburg = Goteborg",,,,,,,
,"SE",,".SWEDEN",,,,,,,,
,"SE","2SK","Sankt Olof","Sankt Olof","M","--3-----","RL","1607",,"5538N 01408E",
,"SE","6VG","Vedum","Vedum","O","--3-----","RL","1601",,"5810N 01259E",
,"SE","AA8","Braas","Braas","G","--3-----","RL","1707",,"5704N 01503E",
,"SE","AAK","Åkers Styckebruk","Akers Styckebruk","D","-23-----","RQ","9307",,,
,"SE","AAR","Ar","Ar","I","1-------","AF","8312",,,
,"SE","AAS","Åseda","Aseda","F","--3-----","RL","9307",,,
,"SE","AB5","Alta","Alta","AB","--3-----","RL","1501",,"5916N 01811E",
,"SE","ABI","Åby","Aby","E","--3-----","RL","1207",,"5840N 01611E",
,"SE","ABN","Älvsbyn","Alvsbyn","BD","--3-----","RL","0901",,"6540N 02100E",
,"SE","ABS","Abisko","Abisko","BD","-23-----","RL","0601",,"6821N 01847E",
,"SE","ABY","Aneby","Aneby","F","--3-----","RQ","9704",,,
,"SE","ADA","Åseda","Aseda","G","--3-----","RL","0901",,"5710N 01520E",
,"SE","ADG","Arildsläge","Arildslage","M","1-------","RL","9901",,,
,"SE","ADK","Adak","Adak","Y","-----6--","RL","1201",,"6521N 01837E",
,"SE","ADO","Adelsö","Adelso",,"--3-----","RQ","1001",,"5922N 01729E",
,"SE","AEL","Aelvsered","Aelvsered","N","--3-----","AA","2107",,"5714N 01251E",
,"SE","AEN","Älvdalen","Alvdalen","W","--3-----","RL","0105",,,
,"SE","AGB","Agnesberg","Agnesberg","O","123-----","RL","0207",,"5747N 01159E",
,"SE","AGD","Angered","Angered","O","-23-----","RL","0701",,"5747N 01206E",
,"SE","AGE","Ånge","Ange","Y","123-----","RL","0601",,"6231N 01537E",
,"SE","AGH","Helsingborg-Ängelholm Apt","Helsingborg-Angelholm Apt","M","---4----","AI","9601",,,
,"SE","AGN","Älvängen","Alvangen","O","123-----","RL","0207",,"5757N 01207E",
,"SE","AGO","Agö","Ago",,"--3-----","RL","9811",,,
,"SE","AGU","Agunnaryd","Agunnaryd","G","--3-----","RL","0901",,"5645N 01409E",
,"SE","AHR","Aha","Aha","AC","--3-----","RL","0201",,"6528N 01744E",
,"SE","AHT","Älghult","Alghult","G","--3-----","RN","9806",,,
,"SE","AHU","Åhus","Ahus","M","123-----","AA","1601",,"5555N 01417E",
,"SE","AJG","Emmaljunga","Emmaljunga",,"--3-----","RQ","9705",,,
,"SE","AJR","Arvidsjaur","Arvidsjaur","BD","--3-----","RL","0001",,,
,"SE","AKA","Åkersberga","Akersberga","AB","--3-----","RN","9806",,,
,"SE","AKM","Askim","Askim","O","--3-----","RL","0701",,"5738N 01156E",
,"SE","AKP","Åkarp","Akarp","M","--3--6--","RL","0701",,"5539N 01306E",
,"SE","AKR","Ankarsrum","Ankarsrum","H","--3-----","RL","0201",,"5742N 01620E",
,"SE","ALA","Ala","Ala","X","1-------","AA","1601",,"6113N 01709E",
,"SE","ALB","Alby","Alby","Y","--3-----","RL","0105",,,
,"SE","ALE","Åsele","Asele","AC","--3-----","RL","0901",,"6410N 01720E",
,"SE","ALF","Alfredshem","Alfredshem","Y","1-------","AF","8312",,,
,"SE","ALG","Alberga","Alberga","D","--3-----","RL","1801",,"5916N 01607E",
,"SE","ALI","Alingsås","Alingsas","O","--3-----","RQ","9501",,"5755N 01232E",
,"SE","ALM","Älmhult","Almhult","G","--3-----","RL","9501",,,
,"SE","ALN","Älvenäs","Alvenas","S","1-------","AA","1601",,"5923N 01311E",
,"SE","ALO","Alafors","Alafors","O","--3-----","RL","1801",,"5734N 01206E",
,"SE","ALS","Älvsjö/Stockholm","Alvsjo/Stockholm","AB","-23-----","RL","0601",,"5916N 01800E",
,"SE","ALV","Alvesta","Alvesta","G","--3-----","RQ","9501","XXA",,
,"SE","AMA","Åmål","Amal","O","123-----","AA","1601",,"5903N 01242E",
,"SE","AMM","Åmmeberg","Ammeberg","T","--3-----","RL","1301",,"5852N 01500E",
,"SE","ANA","Sankt Anna","Sankt Anna","E","--3-----","RL","1301",,"5821N 01642E",
,"SE","ANB","Anneberg","Anneberg","H","--3-----","RL","1607",,"5743N 01548E",
,"SE","ANG","Ängelholm","Angelholm","M","-23-----","AI","1301",,,
,"SE","ANK","Ankarsvik","Ankarsvik","C","1-------","AF","8312",,,
,"SE","ANN","Ånn","Ann","Z","123-----","RL","0601",,"6319N 01232E",
,"SE","ANP","Anderstorp","Anderstorp","F","--3-----","RQ","9501",,,
,"SE","APL","Äppelbo","Appelbo","W","--3-----","RL","0901",,"6029N 01400E",
,"SE","AQ2","Liden","Liden","Y","--3-----","RL","1407",,"6245N 01649E",
,"SE","ARA","Arboga","Arboga","U","123-----","RL","0207","XXT","5923N 01551E",
,"SE","ARB","Arbrå","Arbra","X","123-----","AF","8312",,,
,"SE","ARD","Årstadal","Arstadal","AB","--3-----","RL","9307",,,
,"SE","ARE","Åre","Are","Z","-23-----","RL","0601",,"6324N 01306E",
,"SE","ARG","Arjeplog","Arjeplog","BD","--3-----","RL","9901",,,
,"SE","ARI","Arninge","Arninge","AB","--3-----","RL","9805",,,
,"SE","ARJ","Årjäng","Arjang","O","--3-----","RL","9501",,,
,"SE","ARK","Arnöviken","Arnoviken","C","1-------","AF","8312",,,
,"SE","ARL","Arlöv","Arlov","M","--3-----","RL","9307",,,
,"SE","ARN","Arlanda Apt/Stockholm","Arlanda Apt/Stockholm","C","---4----","AI",,,,
,"SE","ARS","Årsta/Stockholm","Arsta/Stockholm","AB","--3-----","RL","1101",,"5918N 01803E",
,"SE","ART","Arlandastad","Arlandastad","AB","--3-----","RN","9901",,,
,"SE","ARV","Arvika","Arvika","S","123-----","AI","9704","XYY",,
,"SE","ASA","Asarum","Asarum","K","--3-----","RL","9307",,,
,"SE","ASB","Åsbro","Asbro","T","-23-----","RL","0901",,"5900N 01503E",
,"SE","ASD","Askersund","Askersund","T","1-------","RL","9901",,,
,"SE","ASE","Åsensbruk","Asensbruk","O","--3-----","RL","9307",,,
,"SE","ASH","Åshammar","Ashammar","X","-23-----","RL","0601",,"6039N 01633E",
,"SE","ASK","Åskloster","Askloster","N","--3-----","RL","9307",,,
,"SE","ASL","Anderslöv","Anderslov","M","--3--6--","RL","0701",,"5526N 01320E",
,"SE","ASM","Alstermo","Alstermo","G","--3-----","RL","1301",,"5658N 01538E",
,"SE","ASQ","Ärsta","Arsta","Y","--3-----","RL","1301",,"6303N 01737E",
,"SE","AST","Åstorp","Astorp","M","--3-----","RL","9501",,,
,"SE","ASU","Arkösund","Arkosund","E","1-------","RL","9901",,,
,"SE","ASV","Arnäsvall","Arnasvall","Y","--3-----","RL","1707",,"6319N 01847E",
,"SE","ATF","Åmotfors","Amotfors","S","--3-----","RL","1301",,"5946N 01222E",
,"SE","ATV","Åtvidaberg","Atvidaberg","E","-23-----","RL","9307",,,
,"SE","AUD","Årsunda","Arsunda","X","--3-----","RL","0901",,"6032N 01644E",
,"SE","AVE","Avesta","Avesta","W","--3-----","RL","9501","XYP",,
,"SE","AVK","Almvik","Almvik",,"0-------","RQ","9811",,,
,"SE","B5P","Blentarp","Blentarp","M","--3-----","RL","1607",,"5535N 01336E",
,"SE","BAA","Bålsta","Balsta","C","1-3-----","AA","1601",,"5935N 01730E",
,"SE","BAC","Bäckviken","Backviken","M","1-------","AI","9704",,,
