,"PT",,".PORTUGAL",,,,,,,,
,"PT","8DA","Odiáxere","Odiaxere","08","--3-----","RL","1807",,"3709N 00839W",
,"PT","8PS","Lanhezes","Lanhezes","16","--3-----","RL","1601",,"4144N 00840W",
,"PT","AA4","Abraã","Abraa","14","--3-----","RL","1701",,"3925N 00847W",
,"PT","AAR","Arada","Arada","01","--3-----","RL","1407",,"4055N 00836W",
,"PT","ABA","Azambujeira","Azambujeira","14","--3-----","RL","0401",,"3916N 00847W",
,"PT","ABF","Albufeira","Albufeira","08","123-----","RL","0401",,"3705N 00815W",
,"PT","ABG","Abrigada","Abrigada","11","--3-----","RL","0701",,"3909N 00901W",
,"PT","ABO","Aboboda","Aboboda","11","-23--6--","RL","0401",,"3843N 00920W",
,"PT","ABQ","Albarraque","Albarraque","11","--3-----","RL","0701",,"3846N 00921W",
,"PT","ABR","Abrunheira","Abrunheira","06","--3-----","RL","0401",,"4007N 00843W",
,"PT","ABS","Abraveses","Abraveses","18","-----6--","RL","1201",,"4040N 00755W",
,"PT","ABT","Abrantes","Abrantes","14","-23-----","RN","0401",,"3928N 00812W",
,"PT","ABV","Albergaria-a-Velha","Albergaria-a-Velha","01","-23-----","RL","0401",,"4042N 00829W",
,"PT","AC6","Ançã","Anca","06","--3-----","RL","1701",,"4016N 00831W",
,"PT","ACB","Alcabideche","Alcabideche","11","--3-----","RN","0401",,"3844N 00925W",
,"PT","ACD","Alcanede","Alcanede","14","--3-----","RN","0401",,"3925N 00849W",
,"PT","ACH","Avelãs de Caminho","Avelas de Caminho","01","--3-----","RL","1301",,"4029N 00827W",
,"PT","ACR","Alcoentre","Alcoentre","11","--3-----","RN","0401",,"3912N 00857W",
,"PT","ACS","Arcos","Arcos","16","--3-----","RL","1607",,"4145N 00840W",
,"PT","ACT","Alcoutim","Alcoutim","08","--3-----","RN","0401",,"3728N 00728W",
,"PT","ACZ","Arcozelo","Arcozelo","18","--3-----","RN","0401",,"4045N 00802W",
,"PT","ADA","Almendra","Almendra",,"-----6--","RL","1201",,"4100N 00703W",
,"PT","ADB","Aguada de Baixo","Aguada de Baixo",,"-2------","RQ","1001",,"4030N 00827W",
,"PT","ADC","Aveiras de Cima","Aveiras de Cima","11","--3-----","RL","0401",,"3908N 00854W",
,"PT","ADF","Adaúfe","Adaufe","03","--3-----","RL","1501",,"4135N 00824W",
,"PT","ADG","Amoreira da Gândara","Amoreira da Gandara","01","1----6--","RL","1407",,"4029N 00832W",
,"PT","ADH","Angra do Heroísmo","Angra do Heroismo","20","1-3-----","AI","0401",,"3839N 02713W",
,"PT","ADO","Alvaredo","Alvaredo","16","-----6--","RL","1201",,"4206N 00818W",
,"PT","ADS","Alcácer do Sal","Alcacer do Sal","15","-23-----","RL","0401",,"3822N 00830W",
,"PT","ADV","Almodôvar","Almodovar","02","--3-----","RN","0401",,"3731N 00804W",
,"PT","AEM","Alpendurada e Matos","Alpendurada e Matos","13","--3-----","RL","1301",,"4114N 00831W",
,"PT","AER","Além da Ribeira","Alem da Ribeira","16","--3-----","RN","0401",,"4137N 00845W",
,"PT","AES","Aves","Aves","13","--3-----","RN","0401",,"4122N 00824W",
