,"AU",,".AUSTRALIA",,,,,,,,
,"AU","2CO","Tyabb","Tyabb","VIC","--3-----","RL","1601",,"3815S 14511E",
,"AU","2IC","Tarneit","Tarneit","VIC","--3-----","RL","1601",,"3752S 14440E",
,"AU","2SN","Yarrawarrah","Yarrawarrah","NSW","--3-----","RL","1601",,"3403S 15102E",
,"AU","2TO","Wollert","Wollert","VIC","--3-----","RL","1601",,"3735S 14502E",
,"AU","2UA","Woolooware","Woolooware","NSW","--3-----","RL","1601",,"3403S 15108E",
,"AU","2VC","Springvale South","Springvale South","VIC","--3-----","RL","1601",,"3758S 14509E",
,"AU","2WS","Brooklyn","Brooklyn","NSW","--3-----","RL","1607",,"3333S 15114E",
,"AU","32S","Seaford","Seaford","SA","--3-----","RL","1601",,"3511S 13828E",
,"AU","3CI","Rythdale","Rythdale","VIC","--3-----","RL","1601",,"3808S 14526E",
,"AU","3CO","Upwey","Upwey","VIC","--3-----","RL","1601",,"3754S 14520E",
,"AU","3WS","Yowie Bay","Yowie Bay","NSW","--3-----","RL","1601",,"3403S 15106E",
,"AU","4VC","Strathewen","Strathewen","VIC","--3-----","RL","1601",,"3733S 14516E",
,"AU","5CI","Selby","Selby","VIC","1----6--","RL","1601",,"3755S 14523E",
,"AU","5CO","Wantirna","Wantirna","VIC","--3-----","RL","1601",,"3751S 14513E",
,"AU","5RC","Werribee South","Werribee South","VIC","--3-----","RL","1601",,"3756S 14443E",
,"AU","5TO","Yan Yean","Yan Yean","VIC","--3-----","RL","1601",,"3734S 14506E",
,"AU","5WA","Pilbara","Pilbara","WA","--3-----","RL","1601",,"2115S 11818E",
,"AU","6CO","Warrandyte","Warrandyte","VIC","--3-----","RL","1601",,"3745S 14514E",
,"AU","6DF","West Hoxton","West Hoxton","NSW","--3-----","RL","1601",,"3355S 15051E",
,"AU","6VC","Sunshine","Sunshine","VIC","--3-----","RL","1601",,"3747S 14450E",
,"AU","7BM","Bomen","Bomen","NSW","--3-----","RL","1501",,"3504S 14720E",
,"AU","7IC","The Basin","The Basin","VIC","--3-----","RL","1601",,"3751S 14519E",
,"AU","7WW","Waverton","Waverton","NSW","--3-----","RL","1601",,"3351S 15112E",
,"AU","8SS","Woronora","Woronora","NSW","--3-----","RL","1601",,"3401S 15102E",
,"AU","8VC","Sydenham","Sydenham","VIC","--3-----","RL","1601",,"3742S 14446E",
,"AU","A5T","Belgrave South","Belgrave South","VIC","--3-----","RL","1601",,"3756S 14520E",
,"AU","A6L","Balcombe","Balcombe","VIC","--3-----","RL","1601",,"3815S 14501E",
,"AU","A7A","Aura","Aura","VIC","--3-----","RL","1601",,"3756S 14525E",
,"AU","AAB","Arrabury","Arrabury","QLD","---4----","AI","9912",,,
,"AU","AAG","Morgan","Morgan","SA","--3-----","RL","1601",,"3401S 13940E",
,"AU","ABA","Abbotsford","Abbotsford","VIC","--3-----","RL","1607",,"3748S 14500E",
,"AU","ABC","Beulah","Beulah","VIC","--3-----","RL","1601",,"3556S 14225E",
,"AU","ABD","Aberdeen","Aberdeen","NSW","--3-----","RL","1601",,"3210S 15054E",
,"AU","ABG","Abingdon","Abingdon","QLD","---4----","AI","9601",,,
,"AU","ABH","Alpha","Alpha","QLD","---4----","AI","9601",,,
,"AU","ABL","Amberley","Amberley","QLD","---4----","AC","9709",,,
,"AU","ABM","Bamaga","Bamaga","QLD","---4----","AI","9912",,,
,"AU","ABN","Auburn","Auburn","SA","--3-----","RL","1101",,"3401S 13841E",
,"AU","ABO","Alberton","Alberton","QLD","--3-----","RL","1801",,"2742S 15315E",
,"AU","ABP","Abbot Point","Abbot Point","QLD","1-------","AC","1607",,"1954S 14805E",
,"AU","ABX","Albury","Albury","NSW","-234----","AI","0307",,"3605S 14655E",
,"AU","ACA","Acacia Ridge","Acacia Ridge","QLD","--3-----","RL","0607",,"2735S 15301E",
,"AU","ACD","Arcadia","Arcadia","NSW","--3-----","RL","1601",,"3337S 15102E",
,"AU","ACK","Albany Creek","Albany Creek","QLD","-----6--","RL","1107",,"2721S 15259E",
,"AU","ACO","Ascot","Ascot","WA","-----6--","RL","0601",,"3156S 11555E",
,"AU","ADA","Adelaide Apt","Adelaide Apt","SA","---4----","AC","9511",,,
,"AU","ADG","Aldinga","Aldinga","SA","--3-----","RL","1601",,"3517S 13829E",
,"AU","ADL","Adelaide","Adelaide","SA","12345---","AC","0307",,"3455S 13835E",
,"AU","ADO","Andamooka","Andamooka","SA","---4----","AI","9601",,,
,"AU","AFD","Allansford","Allansford","VIC","--3-----","RQ","1101",,"3824S 14235E",
,"AU","AFL","Archerfield","Archerfield","QLD","-23-----","RL","0701",,"2734S 15301E",
,"AU","AGA","Malaga","Malaga","WA","-----6--","RQ","1001",,"3151S 11554E",
,"AU","AGS","Augusta","Augusta","WA","1-3-----","RL","0607",,"3419S 11510E",
,"AU","AGW","Agnew","Agnew","QLD","---4----","AI","9601",,,
,"AU","AGY","Argyle Downs","Argyle Downs","WA","---4----","AI","9912",,,
,"AU","AHK","Ardross","Ardross","WA","--3-----","RL","1601",,"3201S 11550E",
,"AU","AHS","Arana Hills","Arana Hills","QLD","-----6--","RL","1801",,"2723S 15257E",
,"AU","AIR","Airlie Terminal","Airlie Terminal","WA","1-------","RL","0212",,"2120S 11510E","Airlie Island"
,"AU","AKP","Kidman Park","Kidman Park","SA","-----6--","RQ","1001",,"3454S 13831E",
,"AU","ALA","Auldana","Auldana","SA","-----6--","RQ","0901",,,
,"AU","ALB","Allambie Heights","Allambie Heights","NSW","--3-----","RL","1207",,"3345S 15115E",
,"AU","ALD","Aldgate","Aldgate","SA","1----6--","RL","1107",,"3501S 13844E",
,"AU","ALH","Albany","Albany","WA","1--4----","AC","9511",,,
,"AU","ALI","Australind","Australind","WA","1-3-----","RL","0607",,"3317S 11543E",
,"AU","ALN","Alpine","Alpine","NSW","--3-----","RL","1407",,"3424S 15030E",
,"AU","ALO","Adelong","Adelong","NSW","--3-----","RL","0607",,"3519S 14804E",
,"AU","ALP","Abell Point","Abell Point","QLD","1-3-----","AC","1401",,"2016S 14843E",
,"AU","ALT","Altona","Altona","VIC","--3-----","RL","1407",,"3752S 14450E",
,"AU","ALV","Alvie","Alvie","VIC","-----6--","RL","1201",,"3814S 14330E",
