,"CZ",,".CZECHIA",,,,,,,,
,"CZ","2NC","Hranice","Hranice","LI","--3-----","RL","1207",,"5044N 01526E",
,"CZ","3LZ","Machova","Machova","ZL","--3-----","RL","1607",,"4915N 01733E",
,"CZ","4PO","Polesovice","Polesovice","ZL","--3-----","RL","1407",,"4902N 01720E",
,"CZ","5MJ","Nove Mlyny","Nove Mlyny","JM","--3-----","RL","1601",,"4852N 01644E",
,"CZ","5PV","Pastviny","Pastviny","PA","--3-----","RL","1307",,"5005N 01633E",
,"CZ","7JK","Psáry","Psary","ST","--3-----","RL","1407",,"4956N 01431E",
,"CZ","7OW","Srbská","Srbska","LI","--3-----","RL","1407",,"5058N 01513E",
,"CZ","8KJ","Dubnany","Dubnany","JM","--3-----","RL","1601",,"4855N 01706E",
,"CZ","8PL","Novy Saldorf","Novy Saldorf","JM","--3-----","RL","1407",,"4850N 01604E",
,"CZ","9YI","Strílky","Strilky","ZL","--3-----","RL","1301",,"4909N 01713E",
,"CZ","AAA","Svatava","Svatava","KA","--3-----","RL","0901",,"5011N 01238E",
,"CZ","ADP","Adrspach","Adrspach","KA","--3-----","RL","1501",,"5037N 01606E",
,"CZ","ALB","Albrechtice","Albrechtice","LI","--3-----","RL","1301",,"5045N 01518E",
,"CZ","AMV","Adamov","Adamov",,"--3-----","RL","0201",,"4919N 01640E",
,"CZ","ANA","Planá","Plana","PL","-23-----","RL","0507",,"4952N 01244E",
,"CZ","AQW","Chvalovice","Chvalovice","JM","--3-----","RL","1407",,"4847N 01605E",
,"CZ","ASA","As","As",,"-23----B","AA","9701",,,
,"CZ","ATH","Tichá","Ticha","MO","--3-----","RL","1301",,"4934N 01814E",
,"CZ","ATN","Asten","Asten","OL","--3-----","RL","1607",,"4813N 01425E",
,"CZ","B3R","Bor","Bor","KA","--3-----","RL","1501",,"5011N 01228E",
,"CZ","BAB","Babice","Babice","ZL","-----6--","RL","1107",,"4907N 01729E",
,"CZ","BAJ","Bakov nad Jizerou","Bakov nad Jizerou","ST","-23-----","RL","0407",,"5029N 01456E",
,"CZ","BAN","Bánov","Banov",,"--3-----","AA","0212",,"4859N 01743E",
,"CZ","BAR","Bartosovice","Bartosovice","MO","1-3-----","RL","1401",,"4940N 01803E",
,"CZ","BAT","Batnovice","Batnovice","KR","--3-----","RL","1301",,"5031N 01603E",
,"CZ","BAV","Bavorov","Bavorov","JC","--3-----","RL","1601",,"4907N 01405E",
,"CZ","BBC","Babice","Babice","JM","1-3-----","RQ","0901",,"4859N 01624E",
,"CZ","BBE","Dolní Berkovice","Dolni Berkovice",,"123-----","RL","0601",,"5023N 01426E",
,"CZ","BBY","Brumov-Bylnice","Brumov-Bylnice",,"--3-----","RQ","0607",,"4906N 01801E",
,"CZ","BCV","Bucovice","Bucovice",,"--3-----","RL","0307",,"4909N 01700E",
,"CZ","BDA","Bozí Dar","Bozi Dar",,"-2------","RL","0212",,"5025N 01254E",
,"CZ","BDC","Bohdalice","Bohdalice","JM","1-------","RQ","0901",,,
,"CZ","BDH","Bedihost","Bedihost","OL","-----6--","RQ","0907",,"4927N 01709E",
,"CZ","BDI","Bridlicna","Bridlicna",,"--3-----","RL","0701",,"4955N 01722E",
,"CZ","BEE","Bechyne","Bechyne","JC","--3-----","RL","0901",,"4918N 01429E",
,"CZ","BEL","Belotín","Belotin","OL","--3-----","RL","1307",,"4935N 01749E",
,"CZ","BEN","Benesov","Benesov",,"-23-----","AA","9509",,,
,"CZ","BER","Beroun","Beroun",,"-23-----","AA","9509",,,
,"CZ","BES","Bestovice","Bestovice","PA","--3-----","RL","1401",,"5001N 01613E",
,"CZ","BHD","Bohdanec","Bohdanec",,"--3-----","RQ","0607",,,
,"CZ","BHT","Bohutín","Bohutin","ST","--3-----","RL","1301",,"4939N 01357E",
,"CZ","BHV","Bochov","Bochov","KA","--3-----","RL","1107",,"5009N 01303E",
,"CZ","BIL","Bila","Bila",,"--3----B","AA","9701",,,
,"CZ","BIO","Bílovec","Bilovec","MO","-23-----","RL","0701",,"4946N 01802E",
,"CZ","BIP","Bily Potok","Bily Potok",,"--3----B","AA","9701",,,
,"CZ","BIS","Brniste","Brniste","51","--3-----","RL","2001",,"5044N 01442E",
,"CZ","BKE","Boskovice","Boskovice","JM","-----6--","RQ","0907",,"4929N 01640E",
,"CZ","BKV","Bojkovice","Bojkovice","ZL","--3-----","RQ","0901",,"4902N 01749E",
,"CZ","BKY","Mlade Buky","Mlade Buky","KR","-----6--","RL","0901",,"5036N 01551E",
,"CZ","BLA","Blansko","Blansko",,"-23-----","AA","9509",,,
,"CZ","BLC","Bilcice","Bilcice",,"--3-----","RQ","0607",,"4952N 01734E",
,"CZ","BLE","Boletice","Boletice","JC","--3-----","RQ","0907",,"4849N 01413E",
,"CZ","BLH","Belohrad","Belohrad","20","--3-----","RL","1707",,"4942N 01412E",
,"CZ","BLJ","Blatnice","Blatnice","JM","--3-----","RL","1301",,"4857N 01727E",
,"CZ","BLN","Bílina","Bilina",,"123-----","RL","0601",,"5033N 01346E",
,"CZ","BLO","Blovice","Blovice",,"--3-----","RL","0901",,"4934N 01332E",
,"CZ","BLR","Boleradice","Boleradice","JM","--3-----","RL","1401",,"4858N 01649E",
,"CZ","BLS","Blsany","Blsany","US","--3-----","RL","1301",,"5013N 01328E",
,"CZ","BLT","Bolatice","Bolatice","MO","--3-----","RQ","0901",,"4958N 01805E",
,"CZ","BLU","Bludov","Bludov","OL","--3-----","RL","1601",,"4957N 01656E",
,"CZ","BLV","Buchlovice","Buchlovice","ZL","-----6--","RQ","0901",,"4505N 01720E",
,"CZ","BNB","Budisov nad Budisovkou","Budisov nad Budisovkou","MO","-----6--","RL","0901",,"4948N 01738E",
,"CZ","BNJ","Benátky nad Jizerou","Benatky nad Jizerou","ST","-23-----","RL","0401",,"5017N 01450E",
,"CZ","BNL","Brandys nad Labem","Brandys nad Labem",,"--3-----","RL","0212",,"5011N 01440E",
,"CZ","BNO","Bernartice nad Odrou","Bernartice nad Odrou","MO","--3-----","RL","1301",,"4937N 01757E",
,"CZ","BNP","Bystrice nad Pernstejnem","Bystrice nad Pernstejnem","VY","--3-----","RL","0901",,"4931N 01616E",
,"CZ","BNR","Bela nad Radbuzou","Bela nad Radbuzou","PL","-----6--","RL","0901",,"4936N 01243E",
,"CZ","BNS","Brezová nad Svitavou","Brezova nad Svitavou","PA","--3-----","RL","1407",,"4939N 01631E",
,"CZ","BNT","Bruntál","Bruntal",,"--3-----","RL","0601",,"4959N 01727E",
,"CZ","BNY","Borotín","Borotin","64","--3-----","RL","1801",,"4935N 01640E",
,"CZ","BO5","Borsov","Borsov","VY","--3-----","RL","1207",,"4924N 01526E",
,"CZ","BOA","Bocanovice","Bocanovice",,"--3-----","RQ","1001",,"4933N 01843E",
,"CZ","BOH","Bohumin","Bohumin",,"-23----B","AA","9701",,,
,"CZ","BOK","Borohrádek","Borohradek","KR","--3-----","RL","1207",,"5006N 01606E",
