,"PL",,".POLAND",,,,,,,,
,"PL","2KS","Bieliny","Bieliny","26","--3-----","RL","1601",,"5051N 02054E",
,"PL","2MZ","Murowanka","Murowanka","14","--3-----","RL","1807",,"5150N 02107E",
,"PL","4BO","Boleslawiec","Boleslawiec","10","--3-----","RL","1501",,"5112N 01812E",
,"PL","4ZM","Zakret","Zakret","14","--3-----","RL","1501",,"5213N 02116E",
,"PL","6KP","Koniecpol Stary","Koniecpol Stary","24","--3-----","RL","1501",,"5047N 01939E",
,"PL","6LW","Wilkow","Wilkow","06","--3-----","RL","1501",,"5116N 02153E",
,"PL","6MA","Dabrówka","Dabrowka","14","1-3-----","RL","1401",,"5137N 02057E",
,"PL","6OM","Odrowaz","Odrowaz","12","--3-----","RL","1601",,"4929N 01951E",
,"PL","6PL","Narewka","Narewka","20","--3-----","RL","1301",,"5250N 02345E",
,"PL","7UZ","Przybiernów","Przybiernow","32","--3-----","RL","1407",,"5345N 01446E",
,"PL","8BL","Modlniczka","Modlniczka","12","--3-----","RL","1407",,"5007N 01952E",
,"PL","8JP","Sompolno","Sompolno","30","--3-----","RL","1407",,"5223N 01831E",
,"PL","8KP","Krasne","Krasne","18","--3-----","RL","1601",,"5003N 02206E",
,"PL","8PW","Podrzewie","Podrzewie","30","--3-----","RL","1601",,"5229N 01623E",
,"PL","8ZM","Serock","Serock","14","--3-----","RL","1601",,"5231N 02104E",
,"PL","ADC","Andrychów","Andrychow",,"--3-----","RL","0201",,"4951N 01920E",
,"PL","ADJ","Adamów","Adamow","06","--3-----","RL","1401",,"5116N 02306E",
,"PL","ADK","Sadkowice","Sadkowice","10","--3-----","RL","1207",,"5144N 02031E",
,"PL","ALB","Albigowa","Albigowa","18","--3-----","RL","1301",,"5001N 02214E",
,"PL","ALK","Aleksandrów Kujawski","Aleksandrow Kujawski",,"--3-----","RL","0212",,"5252N 01841E",
,"PL","ALN","Malnia","Malnia","16","--3-----","RL","1701",,"5031N 01758E",
,"PL","AND","Andrespol","Andrespol","10","--3-----","RQ","0907",,"5143N 01938E",
,"PL","AUG","Augustów","Augustow","20","-23-----","RL","1401",,"5351N 02300E",
,"PL","AWA","Scinawa","Scinawa","02","--3-----","RL","1707",,"5125N 01625E",
,"PL","AWL","Aleksandrów Lodzki","Aleksandrow Lodzki","10","--3--6--","RL","0507",,"5149N 01918E",
,"PL","AWN","Alwernia","Alwernia","MA","--3-----","RL","0901",,"5004N 01932E",
,"PL","B8K","Brynek","Brynek","24","--3-----","RL","1701",,"5031N 01843E",
,"PL","B8L","Kolbiel","Kolbiel","14","--3-----","RL","1807",,"5204N 02129E",
,"PL","BAB","Biale Blota","Biale Blota","04","-23-----","RL","0701",,"5306N 01756E",
,"PL","BAO","Baranowo","Baranowo","14","--3-----","RL","0701",,"5310N 02118E",
,"PL","BAP","Biala Podlaska","Biala Podlaska",,"--3-----","RL","0201",,"5202N 02308E",
,"PL","BAR","Bartoszyce","Bartoszyce",,"--3-----","RQ","9501",,,
,"PL","BAT","Batorowo","Batorowo","30","--3-----","RL","1701",,"5225N 01643E",
,"PL","BAW","Baranow","Baranow","06","--3-----","RL","1207",,"5134N 02209E",
,"PL","BBO","Baboszewo","Baboszewo","14","--3-----","RL","1107",,"5241N 02016E",
,"PL","BBW","Baborow","Baborow","16","--3-----","RL","1601",,"5010N 01800E",
,"PL","BCA","Bochnia","Bochnia",,"--3-----","RL","9805",,,"Tarnow"
,"PL","BCN","Belecin","Belecin","30","--3-----","RL","1601",,"5212N 01600E",
,"PL","BCO","Barczewo","Barczewo","28","-23-----","RL","0701",,"5350N 02042E",
,"PL","BCW","Brochow","Brochow","14","--3-----","RL","1601",,"5219N 02017E",
,"PL","BCZ","Lebcz","Lebcz","22","--3-----","RL","1307",,"5446N 01820E",
,"PL","BDK","Biadki","Biadki","30","--3-----","RL","1607",,"5141N 01733E",
,"PL","BDU","Biala Druga","Biala Druga","10","--3-----","RL","1501",,"5116N 01827E",
,"PL","BDZ","Belsk Duzy","Belsk Duzy","14","-23-----","RL","0701",,"5150N 02049E",
,"PL","BEC","Belzec","Belzec","06","--3-----","RL","1301",,"5023N 02326E",
,"PL","BED","Bedzino","Bedzino",,"--3-----","RL","0212",,"5413N 01559E",
,"PL","BEK","Bielinek","Bielinek","32","1-------","AA","1407",,"5256N 01409E",
,"PL","BEL","Belzyce","Belzyce",,"--3-----","RL","0212",,"5111N 02217E",
,"PL","BEN","Bielany","Bielany","24","-23-----","RL","1701",,"4957N 01912E",
,"PL","BET","Bestwina","Bestwina","SL","--3-----","RL","0901",,"4953N 01903E",
,"PL","BEW","Braszewice","Braszewice","10","-----6--","RL","1407",,"5130N 01827E",
,"PL","BEZ","Bezledy","Bezledy","WN","--3-----","RQ","0901",,"5419S 02043E",
,"PL","BGA","Boguchwala","Boguchwala",,"--3--6--","RQ","0607",,"4958N 02157E",
,"PL","BGL","Boglewice","Boglewice","14","--3-----","RL","1707",,"5149N 02059E",
,"PL","BGW","Boguchwala","Boguchwala","18","--3-----","RL","1401",,"4959N 02157E",
,"PL","BGY","Bogatynia","Bogatynia","02","-23-----","RL","0701",,"5054N 01457E",
,"PL","BGZ","Bogaczewo","Bogaczewo","28","--3--6--","RL","1207",,"5407N 01935E",
,"PL","BHW","Blachownia","Blachownia","SL","--3-----","RQ","0901",,"5047N 01858E",
,"PL","BIA","Bialystok","Bialystok",,"--3-----","RQ","9501",,,
,"PL","BIB","Bielsko-Biala","Bielsko-Biala","24","--3-----","RL","1601",,"4949N 01902E",
,"PL","BIC","Bilcza","Bilcza","26","--3-----","RL","1801",,"5047N 02037E",
,"PL","BID","Biadoliny","Biadoliny",,"--3-----","RQ","0607",,"4959N 02045E",
,"PL","BIE","Bierun","Bierun","24","--3-----","RQ","0907",,"5005N 01905E",
,"PL","BII","Bialosliwie","Bialosliwie","WP","--3-----","RL","0901",,"5310N 01712E",
,"PL","BIK","Biskupiec","Biskupiec","WN","--3-----","RQ","0901",,,
,"PL","BIL","Bialy Lug","Bialy Lug","14","--3-----","RL","1301",,"5125N 02139E",
,"PL","BIN","Biala Nizna","Biala Nizna","12","--3-----","RL","1707",,"4938N 02059E",
,"PL","BIR","Bierwce","Bierwce","14","--3-----","RL","1707",,"5134N 02110E",
,"PL","BJS","Bojszowy","Bojszowy","24","-23-----","RL","1807",,"5004N 01906E",
,"PL","BJW","Bojanowo","Bojanowo","WP","-23-----","RL","0901",,"5142N 01645E",
,"PL","BKI","Brzesc Kujawski","Brzesc Kujawski","04","-23-----","RL","1401",,"5236N 01854E",
,"PL","BKK","Bienkowka","Bienkowka","12","--3-----","RL","1601",,"4947N 01945E",
,"PL","BKL","Belk","Belk","24","--3-----","RL","1801",,"5008N 01843E",
,"PL","BKP","Biskupice Podgórne","Biskupice Podgorne","02","--3-----","RL","1301",,"5101N 01653E",
,"PL","BKT","Borek Strzelinski","Borek Strzelinski","02","--3-----","RL","1407",,"5052N 01704E",
,"PL","BKW","Biskupice","Biskupice","WP","--3-----","RQ","0901",,,
,"PL","BKZ","Biesiekierz","Biesiekierz","32","--3-----","RL","1407",,"5408N 01602E",
,"PL","BLA","Blaszki","Blaszki","LD","--3-----","RL","0901",,"5165N 01843E",
,"PL","BLB","Bialobrzegi","Bialobrzegi","14","--3-----","RL","1601",,"5139N 02057E",
,"PL","BLC","Bobolice","Bobolice","32","--3-----","RQ","0901",,"5357N 01636E",
