,"GL",,".GREENLAND",,,,,,,,
,"GL","AGM","Tasiilaq","Tasiilaq",,"1--4----","AI","1301",,"6536N 03738W",
,"GL","CNP","Neerlerit Inaat","Neerlerit Inaat",,"---4----","AI","0001",,,
"=","GL",,"Christianshaab = Qasigiannguit (Christianshaab)","Christianshaab = Qasigiannguit (Christianshaab)",,,,,,,
,"GL","DAN","Daneborg","Daneborg",,"1-------","QQ","8401",,,
,"GL","DUN","Dundas","Dundas",,"---4----","AI","0001",,,
,"GL","FHN","Kangerdluarssoruseg (Færingehavn","Kangerdluarssoruseg (Faringehavn",,"1-------","AI","8401",,,
"=","GL",,"Fredrikshaab = Paamiut","Fredrikshaab = Paamiut",,,,,,,
,"GL","GOH","Nuuk (Godthaab)","Nuuk (Godthaab)",,"1-34----","AI","0907",,"6411N 05145W",
"=","GL",,"Godhavn = Qeqertarsuaq","Godhavn = Qeqertarsuaq",,,,,,,
"=","GL",,"Gronnedal = Kangilinguit","Gronnedal = Kangilinguit",,,,,,,
"=","GL",,"Holsteinsborg = Sisimiut","Holsteinsborg = Sisimiut",,,,,,,
,"GL","IKE","Ikerasak","Ikerasak",,"--3-----","RQ","0901",,"7030N 05118W",
,"GL","ILL","Illorsuit","Illorsuit",,"--3-----","RQ","0901",,"7100N 05300W",
,"GL","ITQ","Isertoq","Isertoq",,"--3-----","RQ","0901",,"6434N 03901W",
,"GL","IUT","Ivigtut","Ivigtut",,"1-------","QQ","8401",,,
,"GL","JAV","Ilulissat (Jakobshavn)","Ilulissat (Jakobshavn)",,"1--4----","AI","8401",,,
,"GL","JCH","Qasigiannguit (Christianshaab)","Qasigiannguit (Christianshaab)",,"1--4----","AI","9601",,,
,"GL","JEG","Aasiaat (Egedesminde)","Aasiaat (Egedesminde)",,"1--4----","AI","8401",,,
,"GL","JFR","Paamiut (Fredrikshaab)","Paamiut (Fredrikshaab)",,"1--4----","QQ","8401",,,
,"GL","JGO","Qeqertarsuaq (Godhavn)","Qeqertarsuaq (Godhavn)",,"1--4----","AI","9601",,,
,"GL","JGR","Kangilinguit (Gronnedal)","Kangilinguit (Gronnedal)",,"1--4----","AI","8401",,,
,"GL","JHS","Sisimiut (Holsteinsborg)","Sisimiut (Holsteinsborg)",,"1--4----","AI","8401",,,
,"GL","JJU","Qaqortoq (Julianehaab)","Qaqortoq (Julianehaab)",,"1--4----","AI","9601",,,
,"GL","JNN","Nanortalik","Nanortalik",,"1--4----","AI","9401",,,
,"GL","JNS","Narsaq","Narsaq",,"---4----","AI","9601",,,
,"GL","JQA","Qaarsut","Qaarsut",,"---45---","AI","1207",,"7044N 05239W",
,"GL","JRK","Arsuk","Arsuk",,"---4----","AI","0001",,,
,"GL","JSU","Maniitsoq (Sukkertoppen)","Maniitsoq (Sukkertoppen)",,"1--4----","AI","8401",,,
,"GL","JUV","Upernavik","Upernavik",,"---4----","AI","9601",,,
"=","GL",,"Jakobshavn = Ilulissat","Jakobshavn = Ilulissat",,,,,,,
"=","GL",,"Julianehaab = Qaqortoq","Julianehaab = Qaqortoq",,,,,,,
,"GL","KAN","Kangerlussuaq Havn","Kangerlussuaq Havn",,"1-------","RL","1001",,"6658N 05056W",
,"GL","KUL","Kullorsuaq","Kullorsuaq",,"1-3-----","RQ","0901",,"7435N 05712W",
,"GL","KUN","Kuummiut","Kuummiut",,"1-------","RL","0201",,"6552N 03701W",
,"GL","KUS","Kulusuk","Kulusuk",,"1--4----","AI",,,,
,"GL","LLU","Alluitsup Paa","Alluitsup Paa",,"---45---","AI","1207",,"6027N 04533W",
,"GL","MML","Maarmorliik","Maarmorliik",,"1-------","RQ","0901",,"7108N 05117W",
,"GL","MRG","Mesters Vig","Mesters Vig",,"1-------","QQ","8401",,,
,"GL","NAL","Nalunaq Gold Mine","Nalunaq Gold Mine",,"1-3-----","RL","0607",,"6019N 04456W",
,"GL","NAQ","Qaanaaq","Qaanaaq",,"1--4----","AI","9506",,,
,"GL","NUG","Nuugaatsiaq","Nuugaatsiaq",,"--3-----","RQ","0901",,,
,"GL","OBY","Illorqortoormiut (Scoresbysund)","Illorqortoormiut (Scoresbysund)",,"1--4----","AI","8401",,,
,"GL","QKT","Kangaamiut","Kangaamiut",,"--34----","RQ","0901",,"6550N 05320W",
,"GL","QPW","Kangaatsiaq","Kangaatsiaq",,"----5---","AI","1207",,"6818N 05328W",
,"GL","QUE","Qullissat","Qullissat",,"---4----","RQ","0901",,,
,"GL","SAA","Saattut","Saattut",,"--3-----","RQ","0901",,"7048N 05137W",
,"GL","SEQ","Seqi Olivine Mine","Seqi Olivine Mine",,"1-3-----","RL","0607",,"6458N 05134W",
,"GL","SFJ","Kangerlussuaq (Sondre Stromfjord","Kangerlussuaq (Sondre Stromfjord",,"---4----","AI","8401",,,
"=","GL",,"Scoresbysund = Illorqortoormiut","Scoresbysund = Illorqortoormiut",,,,,,,
"=","GL",,"Sondre Stromfjord = Kangerlussua","Sondre Stromfjord = Kangerlussua",,,,,,,
"=","GL",,"Sukkertoppen = Manitsoq","Sukkertoppen = Manitsoq",,,,,,,
,"GL","TAS","Tasiusaq","Tasiusaq",,"--3-----","RQ","0901",,"7324N 05600W",
,"GL","THU","Pituffik","Pituffik",,"1--4----","AI","9601",,,
,"GL","TNT","Tiniteqilaaq","Tiniteqilaaq",,"1-3-----","RL","0601",,"6554N 03749W",
,"GL","TOV","Toqqusaq","Toqqusaq",,"1-------","RL","0212",,"6452N 05212W",
"=","GL",,"Thule = Pituffik","Thule = Pituffik",,,,,,,
,"GL","UAK","Narsarsuaq","Narsarsuaq",,"1--4----","AI","9601",,,
,"GL","UMD","Uummannaq","Uummannaq",,"1--4----","AI","9601",,,
